resolution_id,family,award_year,filename,source_sha256,source_sheet,source_excel_row,expected_raw_opeid,expected_school,expected_state,expected_zip_code,source_url,resolution_status,recovered_opeid8,resolution_method,evidence_json,candidate_opeids_json,candidate_unitids_json,same_family_target_key_count,scope_review_required,reviewed_by,reviewed_at,notes,pell_recipients,pell_disbursements,acg_recipients,acg_disbursements,smart_recipients,smart_disbursements,verified_unitid,unitid_resolution_status,unitid_resolution_method,unitid_evidence_json,existing_grant_unitid_collision_count
grants_2002_120,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,120,,QUAPAW TECHNICAL INSTITUTE,AR,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2002,""unitid"":107673,""opeid8"":""02120500"",""instnm"":""QUAPAW TECHNICAL INSTITUTE"",""state"":""AR"",""zip_code"":""71913"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""02120500""]",[107673],,True,Codex evidence review,2026-09-23,"No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. The archived official Federal School Codes lists FAFSA 010848 while contemporaneous HD reports OPEID 02120500, demonstrating that school-code padding is unsafe. Quapaw later merged into National Park; historical grant reporting identity needs full-ID corroboration.",155,345156.47,,,,,,,,,
grants_2002_1717,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,1717,,SOUTHWEST KANSAS TECHNICAL SCHOOL,KS,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,approved,00817200,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""campus_based"",""filename"":""CBDashboard0203.xls"",""url"":""https://studentaid.gov/sites/default/files/CBDashboard0203.xls"",""sha256"":""75b6440352062d875589116d5d66b8d0a89a173b04a3bcab02c343f36a4d6fe6"",""sheet"":""AY2002-03"",""excel_row"":1459,""raw_opeid"":""00817200"",""opeid8"":""00817200"",""school"":""Southwest Kansas Technical School"",""state"":""KS"",""zip_code"":""679051599"",""award_year"":""2002-2003""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2002,""unitid"":155478,""opeid8"":""00817200"",""instnm"":""SOUTHWEST KANSAS TECHNICAL SCHOOL"",""city"":""LIBERAL"",""state"":""KS"",""zip_code"":""67901-1599"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00817200""]",[155478],0,False,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. FSA Campus-Based and HD ZIP 5 differ 67905/67901 in some years; name,state and full ID corroborate identity, while address discrepancy remains visible. Grant workbook has no ZIP.",88,232035.39,,,,,,,,,
grants_2002_1838,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,1838,,LOUISIANA TECHNICAL COLLEGE - SOWELA CAMPUS,LA,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2002,""unitid"":160579,""opeid8"":""00548836"",""instnm"":""LOUISIANA TECHNICAL COLLEGE-SOWELA CAMPUS"",""state"":""LA"",""zip_code"":""70616"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00548836""]",[160579],,True,Codex evidence review,2026-09-23,No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. HD changes from 00546700(1999/2000) to 00548836(2001/2002); the later independent college must not be carried backward.,459,1103333,,,,,,,,,
grants_2002_2397,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,2397,,NEI COLLEGE OF TECHNOLOGY,MN,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,approved,00735300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""campus_based"",""filename"":""CBDashboard0203.xls"",""url"":""https://studentaid.gov/sites/default/files/CBDashboard0203.xls"",""sha256"":""75b6440352062d875589116d5d66b8d0a89a173b04a3bcab02c343f36a4d6fe6"",""sheet"":""AY2002-03"",""excel_row"":1968,""raw_opeid"":""00735300"",""opeid8"":""00735300"",""school"":""NEI College of Technology"",""state"":""MN"",""zip_code"":""554212974"",""award_year"":""2002-2003""},{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""sha256"":""0b9e6534381294f8d89a5f85343cecb50af5d27c1ce2abc2ab596ed2e097ca06"",""sheet"":""AY2002-2003"",""excel_row"":2257,""raw_opeid"":""00735300"",""opeid8"":""00735300"",""school"":""NEI COLLEGE OF TECHNOLOGY"",""state"":""MN"",""zip_code"":""554212974"",""award_year"":""2002-2003""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2002,""unitid"":174516,""opeid8"":""00735300"",""instnm"":""NEI COLLEGE OF TECHNOLOGY"",""city"":""COLUMBIA HEIGHTS"",""state"":""MN"",""zip_code"":""55421-2974"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00735300""]",[174516],0,False,Codex evidence review,2026-09-23,Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated.,285,537558.82,,,,,,,,,
grants_2002_3922,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,3922,,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,approved,00338000,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""sha256"":""0b9e6534381294f8d89a5f85343cecb50af5d27c1ce2abc2ab596ed2e097ca06"",""sheet"":""AY2002-2003"",""excel_row"":3484,""raw_opeid"":""00338000"",""opeid8"":""00338000"",""school"":""UNIVERSITY OF PITTSBURGH - BRADFORD"",""state"":""PA"",""zip_code"":""167012898"",""award_year"":""2002-2003""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2002,""unitid"":215266,""opeid8"":""00338000"",""instnm"":""UNIVERSITY OF PITTSBURGH-BRADFORD"",""city"":""BRADFORD"",""state"":""PA"",""zip_code"":""16701"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00338000""]",[215266],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",461,1102002.94,,,,,,,,,
grants_2002_3923,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,3923,,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,approved,00338100,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""sha256"":""0b9e6534381294f8d89a5f85343cecb50af5d27c1ce2abc2ab596ed2e097ca06"",""sheet"":""AY2002-2003"",""excel_row"":3485,""raw_opeid"":""00338100"",""opeid8"":""00338100"",""school"":""UNIVERSITY OF PITTSBURGH - GREENSBURG"",""state"":""PA"",""zip_code"":""156015898"",""award_year"":""2002-2003""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2002,""unitid"":215275,""opeid8"":""00338100"",""instnm"":""UNIVERSITY OF PITTSBURGH-GREENSBURG"",""city"":""GREENSBURG"",""state"":""PA"",""zip_code"":""15601"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00338100""]",[215275],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",572,1296384,,,,,,,,,
grants_2002_3924,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,3924,,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,approved,00338200,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""sha256"":""0b9e6534381294f8d89a5f85343cecb50af5d27c1ce2abc2ab596ed2e097ca06"",""sheet"":""AY2002-2003"",""excel_row"":3486,""raw_opeid"":""00338200"",""opeid8"":""00338200"",""school"":""UNIVERSITY OF PITTSBURGH AT JOHNSTOWN"",""state"":""PA"",""zip_code"":""159042990"",""award_year"":""2002-2003""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2002,""unitid"":215284,""opeid8"":""00338200"",""instnm"":""UNIVERSITY OF PITTSBURGH-JOHNSTOWN"",""city"":""JOHNSTOWN"",""state"":""PA"",""zip_code"":""15904"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00338200""]",[215284],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",907,2006555,,,,,,,,,
grants_2002_3925,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,3925,,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,approved,00338300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2002_2003_All.xls"",""sha256"":""0b9e6534381294f8d89a5f85343cecb50af5d27c1ce2abc2ab596ed2e097ca06"",""sheet"":""AY2002-2003"",""excel_row"":3487,""raw_opeid"":""00338300"",""opeid8"":""00338300"",""school"":""UNIVERSITY OF PITTSBURGH AT TITUSVILLE"",""state"":""PA"",""zip_code"":""163542010"",""award_year"":""2002-2003""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2002,""unitid"":215309,""opeid8"":""00338300"",""instnm"":""UNIVERSITY OF PITTSBURGH-TITUSVILLE"",""city"":""TITUSVILLE"",""state"":""PA"",""zip_code"":""16354"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00338300""]",[215309],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",252,536244.05,,,,,,,,,
grants_2003_1718,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,1718,,SOUTHWEST KANSAS TECHNICAL SCHOOL,KS,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,approved,00817200,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""campus_based"",""filename"":""CBDashboard0304.xls"",""url"":""https://studentaid.gov/sites/default/files/CBDashboard0304.xls"",""sha256"":""8338d404f1308387d2f24ab77bd6e2e4509dd2574d4e1a4c421ab83c276947b1"",""sheet"":""AY2003-04"",""excel_row"":1467,""raw_opeid"":""00817200"",""opeid8"":""00817200"",""school"":""Southwest Kansas Technical School"",""state"":""KS"",""zip_code"":""679051599"",""award_year"":""2003-2004""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2003,""unitid"":155478,""opeid8"":""00817200"",""instnm"":""SOUTHWEST KANSAS TECHNICAL SCHOOL"",""city"":""LIBERAL"",""state"":""KS"",""zip_code"":""67905-1599"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip"",""sha256"":""1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349"",""member"":""hd2003.csv""}]","[""00817200""]",[155478],0,False,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. FSA Campus-Based and HD ZIP 5 differ 67905/67901 in some years; name,state and full ID corroborate identity, while address discrepancy remains visible. Grant workbook has no ZIP.",81,214819.66,,,,,,,,,
grants_2003_1837,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,1837,,LOUISIANA TECHNICAL COLLEGE - SOWELA CAMPUS,LA,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,,[],[],,True,Codex evidence review,2026-09-23,No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. HD changes from 00546700(1999/2000) to 00548836(2001/2002); the later independent college must not be carried backward.,490,1185469,,,,,,,,,
grants_2003_2394,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,2394,,NEI COLLEGE OF TECHNOLOGY,MN,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,approved,00735300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""campus_based"",""filename"":""CBDashboard0304.xls"",""url"":""https://studentaid.gov/sites/default/files/CBDashboard0304.xls"",""sha256"":""8338d404f1308387d2f24ab77bd6e2e4509dd2574d4e1a4c421ab83c276947b1"",""sheet"":""AY2003-04"",""excel_row"":1988,""raw_opeid"":""00735300"",""opeid8"":""00735300"",""school"":""NEI College of Technology"",""state"":""MN"",""zip_code"":""554212974"",""award_year"":""2003-2004""},{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""sha256"":""9dbc3220cb83fa881818e39fe522f05f8b93dcea3c6ae82cdd8ebe3715c4e88a"",""sheet"":""AY2003-2004"",""excel_row"":2291,""raw_opeid"":""00735300"",""opeid8"":""00735300"",""school"":""NEI COLLEGE OF TECHNOLOGY"",""state"":""MN"",""zip_code"":""554212974"",""award_year"":""2003-2004""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2003,""unitid"":174516,""opeid8"":""00735300"",""instnm"":""NEI CENTER AT DUNWOODY COLLEGE OF TECHNOLOGY"",""city"":""COLUMBIA HEIGHTS"",""state"":""MN"",""zip_code"":""55421-2974"",""act"":""M"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip"",""sha256"":""1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349"",""member"":""hd2003.csv""}]","[""00735300""]",[174516],0,True,Codex evidence review,2026-09-23,Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. HD 2003 names NEI Center at Dunwoody with ACT=M. Identity remains 00735300; do not treat this as stable institutional scope or force a UNITID tag. Dunwoody official history corroborates the 2003 merger: https://dunwoody.edu/about/about-us/history/.,196,403706.97,,,,,,,,,
grants_2003_3927,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,3927,,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,approved,00338000,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""sha256"":""9dbc3220cb83fa881818e39fe522f05f8b93dcea3c6ae82cdd8ebe3715c4e88a"",""sheet"":""AY2003-2004"",""excel_row"":3514,""raw_opeid"":""00338000"",""opeid8"":""00338000"",""school"":""UNIVERSITY OF PITTSBURGH - BRADFORD"",""state"":""PA"",""zip_code"":""167012898"",""award_year"":""2003-2004""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2003,""unitid"":215266,""opeid8"":""00338000"",""instnm"":""UNIVERSITY OF PITTSBURGH-BRADFORD"",""city"":""BRADFORD"",""state"":""PA"",""zip_code"":""16701"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip"",""sha256"":""1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349"",""member"":""hd2003.csv""}]","[""00338000""]",[215266],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",493,1125706.93,,,,,,,,,
grants_2003_3928,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,3928,,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,approved,00338100,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""sha256"":""9dbc3220cb83fa881818e39fe522f05f8b93dcea3c6ae82cdd8ebe3715c4e88a"",""sheet"":""AY2003-2004"",""excel_row"":3515,""raw_opeid"":""00338100"",""opeid8"":""00338100"",""school"":""UNIVERSITY OF PITTSBURGH - GREENSBURG"",""state"":""PA"",""zip_code"":""156015898"",""award_year"":""2003-2004""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2003,""unitid"":215275,""opeid8"":""00338100"",""instnm"":""UNIVERSITY OF PITTSBURGH-GREENSBURG"",""city"":""GREENSBURG"",""state"":""PA"",""zip_code"":""15601"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip"",""sha256"":""1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349"",""member"":""hd2003.csv""}]","[""00338100""]",[215275],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",564,1303610,,,,,,,,,
grants_2003_3929,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,3929,,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,approved,00338200,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""sha256"":""9dbc3220cb83fa881818e39fe522f05f8b93dcea3c6ae82cdd8ebe3715c4e88a"",""sheet"":""AY2003-2004"",""excel_row"":3516,""raw_opeid"":""00338200"",""opeid8"":""00338200"",""school"":""UNIVERSITY OF PITTSBURGH AT JOHNSTOWN"",""state"":""PA"",""zip_code"":""159042990"",""award_year"":""2003-2004""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2003,""unitid"":215284,""opeid8"":""00338200"",""instnm"":""UNIVERSITY OF PITTSBURGH-JOHNSTOWN"",""city"":""JOHNSTOWN"",""state"":""PA"",""zip_code"":""15904"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip"",""sha256"":""1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349"",""member"":""hd2003.csv""}]","[""00338200""]",[215284],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",954,2062899,,,,,,,,,
grants_2003_3930,grants,2003-2004,AY2003-04Pell.xls,7c771bba4ebff62fab8431a956ca0335bdd280e0dde68c2bb76ad84857bbd761,AY 2003-2004,3930,,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,,https://studentaid.gov/sites/default/files/AY2003-04Pell.xls,approved,00338300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2003_2004_All.xls"",""sha256"":""9dbc3220cb83fa881818e39fe522f05f8b93dcea3c6ae82cdd8ebe3715c4e88a"",""sheet"":""AY2003-2004"",""excel_row"":3517,""raw_opeid"":""00338300"",""opeid8"":""00338300"",""school"":""UNIVERSITY OF PITTSBURGH AT TITUSVILLE"",""state"":""PA"",""zip_code"":""163542010"",""award_year"":""2003-2004""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2003,""unitid"":215309,""opeid8"":""00338300"",""instnm"":""UNIVERSITY OF PITTSBURGH-TITUSVILLE"",""city"":""TITUSVILLE"",""state"":""PA"",""zip_code"":""16354"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip"",""sha256"":""1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349"",""member"":""hd2003.csv""}]","[""00338300""]",[215309],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",242,612150.89,,,,,,,,,
