opeid8,award_year,source_prefix,raw_postal_token,normalized_postal_token
00772900,2013-2014,grant,78692086,07869-2086
00773000,2006-2007,grant,80681599,08068-1599
00773000,2007-2008,grant,80681599,08068-1599
00773000,2009-2010,grant,80681599,08068-1599
00773000,2010-2011,grant,80681599,08068-1599
00773000,2011-2012,grant,80681599,08068-1599
00773000,2012-2013,grant,80681599,08068-1599
00773000,2013-2014,grant,80681599,08068-1599
00773100,2006-2007,grant,88761265,08876-1265
00773100,2007-2008,grant,88761265,08876-1265
00773100,2009-2010,grant,88761265,08876-1265
00773100,2010-2011,grant,88761265,08876-1265
00773100,2011-2012,grant,88761265,08876-1265
00773100,2012-2013,grant,88761265,08876-1265
00773100,2013-2014,grant,88761265,08876-1265
00784400,2006-2007,grant,29207807,02920-7807
00784400,2007-2008,grant,29207807,02920-7807
00784500,2006-2007,grant,28862266,02886-2266
00784500,2007-2008,grant,28862266,02886-2266
00784500,2009-2010,grant,28862266,02886-2266
00784500,2010-2011,grant,28181205,02818-1205
00784500,2011-2012,grant,28181205,02818-1205
00784500,2012-2013,grant,28181205,02818-1205
00784500,2013-2014,grant,28181205,02818-1205
00794700,2006-2007,grant,87012754,08701-2754
00794700,2007-2008,grant,87012754,08701-2754
00794700,2009-2010,grant,87012754,08701-2754
00794700,2010-2011,grant,87012754,08701-2754
00794700,2011-2012,grant,87012754,08701-2754
00794700,2012-2013,grant,87012754,08701-2754
00794700,2013-2014,grant,87012754,08701-2754
00803700,2006-2007,grant,65115970,06511-5970
00803700,2007-2008,grant,65115970,06511-5970
00803700,2009-2010,grant,65115970,06511-5970
00803700,2010-2011,grant,65100000,06510-0000
00803700,2011-2012,grant,65100000,06510-0000
00803700,2012-2013,grant,65100000,06510-0000
00803700,2013-2014,grant,65100000,06510-0000
00803800,2006-2007,grant,64574889,06457-4889
00803800,2007-2008,grant,64574889,06457-4889
00803800,2009-2010,grant,64574889,06457-4889
00803800,2010-2011,grant,64574889,06457-4889
00803800,2011-2012,grant,64574889,06457-4889
00803800,2012-2013,grant,64574889,06457-4889
00803800,2013-2014,grant,64574889,06457-4889
00807800,2006-2007,grant,11019000,01101-9000
00807800,2007-2008,grant,11019000,01101-9000
00807800,2009-2010,grant,11019000,01101-9000
00807800,2010-2011,grant,11019000,01101-9000
00807800,2011-2012,grant,11019000,01101-9000
00807800,2012-2013,grant,11019000,01101-9000
00807800,2013-2014,grant,11019000,01101-9000
00840400,2006-2007,grant,77381597,07738-1597
00840400,2007-2008,grant,77381597,07738-1597
00840400,2009-2010,grant,77381597,07738-1597
00840400,2010-2011,grant,77381597,07738-1597
00840400,2011-2012,grant,77381597,07738-1597
00840400,2012-2013,grant,77381597,07738-1597
00840400,2013-2014,grant,77381597,07738-1597
00849300,2006-2007,grant,31034901,03103-4901
00849300,2007-2008,grant,31034901,03103-4901
00849300,2009-2010,grant,31034901,03103-4901
00849300,2010-2011,grant,31034901,03103-4901
00849300,2011-2012,grant,31034901,03103-4901
00849400,2006-2007,grant,75131402,07513-1402
00849400,2007-2008,grant,75131402,07513-1402
00849400,2009-2010,grant,75131402,07513-1402
00849400,2010-2011,grant,75131402,07513-1402
00849400,2011-2012,grant,75131402,07513-1402
00849400,2012-2013,grant,75131402,07513-1402
00849400,2013-2014,grant,75131402,07513-1402
00857500,2006-2007,grant,54954001,05495-4001
00857500,2007-2008,grant,54954001,05495-4001
00857500,2009-2010,grant,54954001,05495-4001
00857500,2010-2011,grant,54954001,05495-4001
00857500,2011-2012,grant,54954001,05495-4001
00857500,2012-2013,grant,54954001,05495-4001
00857500,2013-2014,grant,54954001,05495-4001
00860900,2006-2007,grant,79603600,07960-3600
00860900,2007-2008,grant,79603600,07960-3600
00860900,2009-2010,grant,79603600,07960-3600
00860900,2010-2011,grant,79603600,07960-3600
00860900,2011-2012,grant,79603600,07960-3600
00860900,2012-2013,grant,79603600,07960-3600
00860900,2013-2014,grant,79603600,07960-3600
00864500,2006-2007,grant,32203450,03220-3450
00864500,2007-2008,grant,32203450,03220-3450
00864500,2009-2010,grant,32203450,03220-3450
00864500,2010-2011,grant,32203450,03220-3450
00864500,2011-2012,grant,32203450,03220-3450
00864500,2012-2013,grant,32203450,03220-3450
00864500,2013-2014,grant,32203450,03220-3450
00865800,2006-2007,grant,54037747,05403-7747
00865800,2007-2008,grant,54037747,05403-7747
00865800,2009-2010,grant,54037747,05403-7747
00865800,2010-2011,grant,54037747,05403-7747
00865800,2011-2012,grant,54037747,05403-7747
00865800,2012-2013,grant,54037747,05403-7747
00865800,2013-2014,grant,54037747,05403-7747
00887200,2006-2007,grant,64604160,06460-4160
00887200,2007-2008,grant,64604160,06460-4160
00887200,2009-2010,grant,64604160,06460-4160
00887300,2006-2007,grant,68106716,06810-6716
00887300,2007-2008,grant,68106716,06810-6716
00887300,2009-2010,grant,68106716,06810-6716
00887300,2010-2011,grant,68106716,06810-6716
00887300,2011-2012,grant,68106716,06810-6716
00887300,2012-2013,grant,68106716,06810-6716
00887300,2013-2014,grant,68106716,06810-6716
00887400,2006-2007,grant,64504836,06450-4836
00887400,2007-2008,grant,64504836,06450-4836
00887400,2009-2010,grant,64504836,06450-4836
00887400,2010-2011,grant,64504836,06450-4836
00887400,2011-2012,grant,64504836,06450-4836
00887400,2012-2013,grant,64504836,06450-4836
00887400,2013-2014,grant,64504836,06450-4836
00890200,2006-2007,grant,7258517,00725-8517
00890200,2007-2008,grant,7258517,00725-8517
00890200,2009-2010,grant,7258517,00725-8517
00890200,2010-2011,grant,7258517,00725-8517
00890200,2011-2012,grant,7258517,00725-8517
00890200,2012-2013,grant,7258517,00725-8517
00890200,2013-2014,grant,7258517,00725-8517
00903800,2006-2007,grant,42406627,04240-6627
00903800,2007-2008,grant,42406627,04240-6627
00903800,2009-2010,grant,42406627,04240-6627
00903800,2010-2011,grant,42406627,04240-6627
00903800,2011-2012,grant,42406627,04240-6627
00903800,2012-2013,grant,42406627,04240-6627
00903800,2013-2014,grant,42406627,04240-6627
00906500,2006-2007,grant,61052891,06105-2891
00906500,2007-2008,grant,61052891,06105-2891
00906500,2009-2010,grant,61052891,06105-2891
00906500,2010-2011,grant,61052891,06105-2891
00907800,2006-2007,grant,70112111,07011-2111
00907800,2007-2008,grant,70112111,07011-2111
00907800,2009-2010,grant,70112111,07011-2111
00907800,2010-2011,grant,70112111,07011-2111
00907800,2011-2012,grant,70112111,07011-2111
00907800,2012-2013,grant,70112111,07011-2111
00907800,2013-2014,grant,70112111,07011-2111
00912900,2006-2007,grant,21485008,02148-5008
00912900,2007-2008,grant,21485008,02148-5008
00923100,2006-2007,grant,46199704,04619-9704
00923100,2007-2008,grant,46199704,04619-9704
00923100,2009-2010,grant,46199704,04619-9704
00923100,2010-2011,grant,46199704,04619-9704
00923100,2011-2012,grant,46199704,04619-9704
00923100,2012-2013,grant,46199704,04619-9704
00923100,2013-2014,grant,46199704,04619-9704
00923600,2006-2007,grant,30632052,03063-2052
00923600,2007-2008,grant,30632052,03063-2052
00923600,2009-2010,grant,30632052,03063-2052
00923600,2010-2011,grant,30632052,03063-2052
00923600,2011-2012,grant,30632052,03063-2052
00923600,2012-2013,grant,30632052,03063-2052
00923600,2013-2014,grant,30632052,03063-2052
00927700,2006-2007,grant,60532299,06053-2299
00927700,2007-2008,grant,60532299,06053-2299
00927700,2009-2010,grant,60102269,06010-2269
00927700,2010-2011,grant,60102269,06010-2269
00927700,2011-2012,grant,60102269,06010-2269
00927700,2012-2013,grant,60102269,06010-2269
00927700,2013-2014,grant,60102269,06010-2269
00929100,2006-2007,grant,69040000,06904-0000
00929100,2007-2008,grant,69040000,06904-0000
00929100,2009-2010,grant,69040000,06904-0000
00929200,2006-2007,grant,41062415,04106-2415
00929200,2007-2008,grant,41062415,04106-2415
00934400,2006-2007,grant,74301680,07430-1680
00934400,2007-2008,grant,74301680,07430-1680
00934400,2009-2010,grant,74301680,07430-1680
00934400,2010-2011,grant,74301680,07430-1680
00934400,2011-2012,grant,74301680,07430-1680
00934400,2012-2013,grant,74301680,07430-1680
00934400,2013-2014,grant,74301680,07430-1680
00934500,2006-2007,grant,82400195,08240-0195
00934500,2007-2008,grant,82400195,08240-0195
00934500,2009-2010,grant,82059441,08205-9441
00934500,2010-2011,grant,82059441,08205-9441
00934500,2011-2012,grant,82059441,08205-9441
00934500,2012-2013,grant,82059441,08205-9441
00934500,2013-2014,grant,82059441,08205-9441
00940700,2006-2007,grant,64891057,06489-1057
00940700,2007-2008,grant,64891057,06489-1057
00940700,2009-2010,grant,64891057,06489-1057
00940700,2010-2011,grant,64891057,06489-1057
00940700,2011-2012,grant,64891057,06489-1057
00940700,2012-2013,grant,64891057,06489-1057
00940700,2013-2014,grant,64891057,06489-1057
00940701,2009-2010,grant,64891057,06489-1057
00945900,2006-2007,grant,41013348,04101-3348
00945900,2007-2008,grant,41013348,04101-3348
00945900,2009-2010,grant,41013348,04101-3348
00945900,2010-2011,grant,41013348,04101-3348
00945900,2011-2012,grant,41013348,04101-3348
00945900,2012-2013,grant,41013348,04101-3348
00945900,2013-2014,grant,41013348,04101-3348
00964500,2006-2007,grant,12309702,01230-9702
00964500,2007-2008,grant,12309702,01230-9702
00964500,2009-2010,grant,12309702,01230-9702
00964500,2010-2011,grant,12309702,01230-9702
00964500,2011-2012,grant,12309702,01230-9702
00964500,2012-2013,grant,12309702,01230-9702
00964500,2013-2014,grant,12309702,01230-9702
00965200,2010-2011,grant,7160000,00716-0000
00965200,2011-2012,grant,7160000,00716-0000
00965200,2012-2013,grant,7160000,00716-0000
00965200,2013-2014,grant,7160000,00716-0000
00976400,2006-2007,grant,60323187,06032-3187
00976400,2007-2008,grant,60323187,06032-3187
00976400,2009-2010,grant,60323187,06032-3187
00976400,2010-2011,grant,60323187,06032-3187
00976400,2011-2012,grant,60323187,06032-3187
00976400,2012-2013,grant,60323187,06032-3187
00976400,2013-2014,grant,60323187,06032-3187
00976500,2006-2007,grant,63600000,06360-0000
00976500,2007-2008,grant,63600000,06360-0000
00976500,2009-2010,grant,63606598,06360-6598
00976500,2010-2011,grant,63606598,06360-6598
00976500,2011-2012,grant,63606598,06360-6598
00976500,2012-2013,grant,63606598,06360-6598
00976500,2013-2014,grant,63606598,06360-6598
00982200,2006-2007,grant,61063799,06106-3799
00982200,2007-2008,grant,61063799,06106-3799
00982200,2009-2010,grant,61063799,06106-3799
00982200,2010-2011,grant,61063799,06106-3799
00982200,2011-2012,grant,61063799,06106-3799
00982200,2012-2013,grant,61063799,06106-3799
00982200,2013-2014,grant,61063799,06106-3799
00982600,2006-2007,grant,49371367,04937-1367
00982600,2007-2008,grant,49371367,04937-1367
00982600,2009-2010,grant,49371367,04937-1367
00982600,2010-2011,grant,49371367,04937-1367
00982600,2011-2012,grant,49371367,04937-1367
00982600,2012-2013,grant,49371367,04937-1367
00982600,2013-2014,grant,49371367,04937-1367
00987700,2006-2007,grant,14205675,01420-5675
00987700,2007-2008,grant,14205675,01420-5675
00987700,2009-2010,grant,14205675,01420-5675
00987700,2010-2011,grant,14205675,01420-5675
00987700,2011-2012,grant,14205675,01420-5675
00987700,2012-2013,grant,14205675,01420-5675
00987700,2013-2014,grant,14205675,01420-5675
00989900,2006-2007,grant,18521909,01852-1909
00989900,2007-2008,grant,18521909,01852-1909
00989900,2009-2010,grant,18521909,01852-1909
00989900,2010-2011,grant,18521909,01852-1909
00989900,2011-2012,grant,18521909,01852-1909
00989900,2012-2013,grant,18521909,01852-1909
00989900,2013-2014,grant,18521909,01852-1909
00993600,2006-2007,grant,17301197,01730-1197
00993600,2007-2008,grant,17301197,01730-1197
00993600,2009-2010,grant,17301197,01730-1197
00993600,2010-2011,grant,17301197,01730-1197
00993600,2011-2012,grant,17301197,01730-1197
00993600,2012-2013,grant,17301197,01730-1197
00993600,2013-2014,grant,17301197,01730-1197
00999400,2006-2007,grant,75051179,07505-1179
00999400,2007-2008,grant,75051179,07505-1179
00999400,2009-2010,grant,75051179,07505-1179
00999400,2010-2011,grant,75051179,07505-1179
00999400,2011-2012,grant,75051179,07505-1179
00999400,2012-2013,grant,75051179,07505-1179
00999400,2013-2014,grant,75051179,07505-1179
01039400,2006-2007,grant,71073000,07107-3000
01039400,2007-2008,grant,71073000,07107-3000
01039400,2009-2010,grant,71073000,07107-3000
01039400,2010-2011,grant,71073000,07107-3000
01041700,2006-2007,grant,61082220,06108-2220
01041700,2007-2008,grant,61082220,06108-2220
01041700,2009-2010,grant,61082220,06108-2220
01041700,2010-2011,grant,61082220,06108-2220
01041700,2011-2012,grant,61082220,06108-2220
01041700,2012-2013,grant,61082220,06108-2220
01041700,2013-2014,grant,61082220,06108-2220
01053000,2006-2007,grant,62391440,06239-1440
01053000,2007-2008,grant,62391440,06239-1440
01053000,2009-2010,grant,62391440,06239-1440
01053000,2010-2011,grant,62391440,06239-1440
01053000,2011-2012,grant,62391440,06239-1440
01053000,2012-2013,grant,62391440,06239-1440
01053000,2013-2014,grant,62391440,06239-1440
01056700,2006-2007,grant,9182973,00918-2973
01056700,2007-2008,grant,9182973,00918-2973
01056700,2009-2010,grant,9182973,00918-2973
01056700,2010-2011,grant,9182973,00918-2973
01056700,2011-2012,grant,9182973,00918-2973
01056700,2012-2013,grant,9182973,00918-2973
01056700,2013-2014,grant,9182973,00918-2973
01062900,2006-2007,grant,80301750,08030-1750
01062900,2007-2008,grant,80301750,08030-1750
01062900,2009-2010,grant,80301750,08030-1750
01062900,2010-2011,grant,80301750,08030-1750
01062900,2011-2012,grant,80301750,08030-1750
01062900,2012-2013,grant,80301750,08030-1750
01062900,2013-2014,grant,80301750,08030-1750
01072400,2006-2007,grant,9023711,00902-3711
01072400,2007-2008,grant,9023711,00902-3711
01072400,2009-2010,grant,9023711,00902-3711
01072400,2010-2011,grant,9023711,00902-3711
01072400,2011-2012,grant,9023711,00902-3711
01072400,2012-2013,grant,9023711,00902-3711
01072400,2013-2014,grant,9023711,00902-3711
01077900,2006-2007,grant,66157158,06615-7158
01077900,2007-2008,grant,66157158,06615-7158
01077900,2009-2010,grant,66157158,06615-7158
01077900,2010-2011,grant,66157158,06615-7158
01077900,2011-2012,grant,66157158,06615-7158
01077900,2012-2013,grant,66157158,06615-7158
01077900,2013-2014,grant,66157158,06615-7158
01081900,2006-2007,grant,9073373,00907-3373
01081900,2007-2008,grant,9073373,00907-3373
01081900,2009-2010,grant,9073373,00907-3373
01081900,2010-2011,grant,9073373,00907-3373
01081900,2011-2012,grant,9073373,00907-3373
01081900,2012-2013,grant,9073373,00907-3373
01081900,2013-2014,grant,9073373,00907-3373
01085100,2006-2007,grant,70543409,07054-3409
01085100,2007-2008,grant,70543409,07054-3409
01085100,2009-2010,grant,70543409,07054-3409
01085100,2010-2011,grant,70543409,07054-3409
01085100,2011-2012,grant,70543409,07054-3409
01085100,2012-2013,grant,70543409,07054-3409
01085100,2013-2014,grant,70543409,07054-3409
01090300,2006-2007,grant,80531800,08053-1800
01090300,2007-2008,grant,80434600,08043-4600
01090300,2009-2010,grant,80434600,08043-4600
01090300,2010-2011,grant,80434600,08043-4600
01090300,2011-2012,grant,80434600,08043-4600
01090300,2012-2013,grant,80434600,08043-4600
01090300,2013-2014,grant,80434600,08043-4600
01092200,2010-2011,grant,6412500,00641-2500
01092200,2011-2012,grant,6412500,00641-2500
01092200,2012-2013,grant,6412500,00641-2500
01092200,2013-2014,grant,6412500,00641-2500
01097500,2010-2011,grant,9591911,00959-1911
01097500,2011-2012,grant,9591911,00959-1911
01097500,2012-2013,grant,9591911,00959-1911
01097500,2013-2014,grant,9591911,00959-1911
01115000,2006-2007,grant,60823800,06082-3800
01115000,2007-2008,grant,60823800,06082-3800
01115000,2009-2010,grant,60823800,06082-3800
01115000,2010-2011,grant,60823800,06082-3800
01115000,2011-2012,grant,60823800,06082-3800
01115000,2012-2013,grant,60823800,06082-3800
01115000,2013-2014,grant,60823800,06082-3800
01115900,2006-2007,grant,28604117,02860-4117
01115900,2007-2008,grant,28604117,02860-4117
01115900,2009-2010,grant,28604117,02860-4117
01115900,2010-2011,grant,28604117,02860-4117
01115900,2011-2012,grant,28604117,02860-4117
01115900,2012-2013,grant,28604117,02860-4117
01116700,2006-2007,grant,56761552,05676-1552
01116700,2007-2008,grant,56761552,05676-1552
01116700,2009-2010,grant,54042245,05404-2245
01116700,2010-2011,grant,54042245,05404-2245
01116700,2011-2012,grant,54042245,05404-2245
01116700,2012-2013,grant,54042245,05404-2245
01116700,2013-2014,grant,56010489,05601-0489
01120300,2006-2007,grant,7910859,00791-0859
01120300,2007-2008,grant,7910859,00791-0859
01120300,2009-2010,grant,7910859,00791-0859
01120300,2010-2011,grant,7910859,00791-0859
01120300,2011-2012,grant,7910859,00791-0859
01120300,2012-2013,grant,7910859,00791-0859
01120300,2013-2014,grant,7910859,00791-0859
01121000,2006-2007,grant,21292991,02129-2991
01121000,2007-2008,grant,21292991,02129-2991
01121000,2009-2010,grant,21292991,02129-2991
01121000,2010-2011,grant,21292991,02129-2991
01121000,2011-2012,grant,21292991,02129-2991
01121000,2012-2013,grant,21292991,02129-2991
01121000,2013-2014,grant,21292991,02129-2991
01138500,2006-2007,grant,46091105,04609-1105
01138500,2007-2008,grant,46091105,04609-1105
01138500,2009-2010,grant,46091105,04609-1105
01138500,2010-2011,grant,46091105,04609-1105
01138500,2011-2012,grant,46091105,04609-1105
01138500,2012-2013,grant,46091105,04609-1105
01138500,2013-2014,grant,46091105,04609-1105
01149600,2006-2007,grant,66103499,06610-3499
01149600,2007-2008,grant,66103499,06610-3499
01149600,2009-2010,grant,66103499,06610-3499
01149600,2010-2011,grant,66103499,06610-3499
01149600,2011-2012,grant,66103499,06610-3499
01149600,2012-2013,grant,66103499,06610-3499
01149600,2013-2014,grant,66103499,06610-3499
01151000,2006-2007,grant,21353605,02135-3605
01151000,2007-2008,grant,21353605,02135-3605
01151000,2009-2010,grant,21353605,02135-3605
01151000,2010-2011,grant,21353605,02135-3605
01151000,2011-2012,grant,21353605,02135-3605
01151000,2012-2013,grant,21353605,02135-3605
01151000,2013-2014,grant,21353605,02135-3605
01152300,2006-2007,grant,78342129,07834-2129
01152300,2007-2008,grant,78342129,07834-2129
01152300,2009-2010,grant,78342129,07834-2129
01152300,2010-2011,grant,78342129,07834-2129
01152300,2011-2012,grant,78342129,07834-2129
01152300,2012-2013,grant,78342129,07834-2129
01152300,2013-2014,grant,78342129,07834-2129
01167300,2006-2007,grant,41013987,04101-3987
01167300,2007-2008,grant,41013987,04101-3987
01167300,2009-2010,grant,41013987,04101-3987
01167300,2010-2011,grant,41013987,04101-3987
01167300,2011-2012,grant,41013987,04101-3987
01167300,2012-2013,grant,41013987,04101-3987
01167300,2013-2014,grant,41013987,04101-3987
01169700,2006-2007,grant,64574918,06457-4918
01169700,2007-2008,grant,64574918,06457-4918
01169700,2009-2010,grant,64574918,06457-4918
01169700,2010-2011,grant,64574918,06457-4918
01169700,2011-2012,grant,64574918,06457-4918
01169700,2012-2013,grant,64574918,06457-4918
01169700,2013-2014,grant,64574918,06457-4918
01170800,2006-2007,grant,73065496,07306-5496
01170800,2007-2008,grant,73065496,07306-5496
01170800,2009-2010,grant,73065496,07306-5496
01170800,2010-2011,grant,73065496,07306-5496
01171900,2006-2007,grant,7780000,00778-0000
01171900,2007-2008,grant,7780000,00778-0000
01171900,2009-2010,grant,7780000,00778-0000
01171900,2010-2011,grant,7780000,00778-0000
01171900,2011-2012,grant,7780000,00778-0000
01171900,2012-2013,grant,7780000,00778-0000
01171900,2013-2014,grant,7780000,00778-0000
01184300,2006-2007,grant,63607097,06360-7097
01184300,2007-2008,grant,63607097,06360-7097
01184300,2009-2010,grant,63607097,06360-7097
01184300,2010-2011,grant,63607097,06360-7097
01184300,2011-2012,grant,63607097,06360-7097
01184300,2012-2013,grant,63607097,06360-7097
01184300,2013-2014,grant,63607097,06360-7097
01193000,2006-2007,grant,21203400,02120-3400
01193000,2007-2008,grant,21203400,02120-3400
01193000,2009-2010,grant,21203400,02120-3400
01193000,2010-2011,grant,21203400,02120-3400
01193000,2011-2012,grant,21203400,02120-3400
01193000,2012-2013,grant,21203400,02120-3400
01193000,2013-2014,grant,21203400,02120-3400
01194000,2006-2007,grant,9183611,00918-3611
01194000,2007-2008,grant,9183611,00918-3611
01194000,2009-2010,grant,9183611,00918-3611
01194000,2010-2011,grant,9183611,00918-3611
01194000,2011-2012,grant,9183611,00918-3611
01194000,2012-2013,grant,9183611,00918-3611
01194000,2013-2014,grant,9183611,00918-3611
01194100,2006-2007,grant,9602037,00960-2037
01194100,2007-2008,grant,9602037,00960-2037
01194100,2009-2010,grant,9602037,00960-2037
01194100,2010-2011,grant,9602037,00960-2037
01194100,2011-2012,grant,9602037,00960-2037
01194100,2012-2013,grant,9602037,00960-2037
01194100,2013-2014,grant,9602037,00960-2037
01194101,2006-2007,grant,9602037,00960-2037
01194101,2007-2008,grant,9602037,00960-2037
01194101,2009-2010,grant,9602037,00960-2037
01198900,2006-2007,grant,77100000,07710-0000
01198900,2007-2008,grant,77100000,07710-0000
01198900,2009-2010,grant,77100000,07710-0000
01198900,2010-2011,grant,77100000,07710-0000
01198900,2011-2012,grant,77100000,07710-0000
01198900,2012-2013,grant,77100000,07710-0000
01198900,2013-2014,grant,77100000,07710-0000
01204200,2006-2007,grant,21695061,02169-5061
01204200,2007-2008,grant,21695061,02169-5061
01204200,2009-2010,grant,21695061,02169-5061
01204200,2010-2011,grant,21695061,02169-5061
01204200,2011-2012,grant,21695061,02169-5061
01204200,2012-2013,grant,21695061,02169-5061
01204200,2013-2014,grant,21695061,02169-5061
01206800,2006-2007,grant,11031410,01103-1410
01206800,2007-2008,grant,11031410,01103-1410
01206800,2009-2010,grant,11031410,01103-1410
01206800,2010-2011,grant,11031410,01103-1410
01206800,2011-2012,grant,11031410,01103-1410
01206800,2012-2013,grant,11031410,01103-1410
01206800,2013-2014,grant,11031410,01103-1410
01209000,2006-2007,grant,88614118,08861-4118
01209000,2007-2008,grant,88614118,08861-4118
01209000,2009-2010,grant,88614118,08861-4118
01209000,2010-2011,grant,88614118,08861-4118
01209000,2011-2012,grant,88614118,08861-4118
01209000,2012-2013,grant,88614118,08861-4118
01209000,2013-2014,grant,88614118,08861-4118
01212300,2010-2011,grant,6040160,00604-0160
01212300,2011-2012,grant,6040160,00604-0160
01212300,2012-2013,grant,6040160,00604-0160
01212300,2013-2014,grant,6040160,00604-0160
01218300,2006-2007,grant,54018477,05401-8477
01218300,2007-2008,grant,54018477,05401-8477
01218300,2009-2010,grant,54018477,05401-8477
01218300,2010-2011,grant,54018477,05401-8477
01218300,2011-2012,grant,54018477,05401-8477
01218300,2012-2013,grant,54018477,05401-8477
01218300,2013-2014,grant,54018477,05401-8477
01218700,2009-2010,grant,15681499,01568-1499
01218700,2010-2011,grant,15681499,01568-1499
01218700,2011-2012,grant,15681499,01568-1499
01218700,2012-2013,grant,15681499,01568-1499
01218700,2013-2014,grant,15681499,01568-1499
01234600,2006-2007,grant,70112161,07011-2161
01234600,2007-2008,grant,70112161,07011-2161
01234600,2009-2010,grant,70112161,07011-2161
01234600,2010-2011,grant,70112161,07011-2161
01238600,2006-2007,grant,23751780,02375-1780
01238600,2007-2008,grant,23751780,02375-1780
01238600,2009-2010,grant,23751780,02375-1780
01238600,2010-2011,grant,23751780,02375-1780
01238600,2011-2012,grant,23751780,02375-1780
01238600,2012-2013,grant,23751780,02375-1780
01238600,2013-2014,grant,23751780,02375-1780
01241400,2006-2007,grant,21161914,02116-1914
01242500,2006-2007,grant,65144125,06514-4125
01242500,2007-2008,grant,65144125,06514-4125
01242500,2009-2010,grant,65144125,06514-4125
01242500,2010-2011,grant,65144125,06514-4125
01242500,2011-2012,grant,65144125,06514-4125
01242500,2012-2013,grant,65164049,06516-4049
01242500,2013-2014,grant,65164049,06516-4049
01246100,2006-2007,grant,88202896,08820-2896
01246100,2007-2008,grant,88202896,08820-2896
01246100,2009-2010,grant,88202896,08820-2896
01246100,2010-2011,grant,88202896,08820-2896
01246100,2011-2012,grant,88202896,08820-2896
01246100,2012-2013,grant,88202896,08820-2896
01246100,2013-2014,grant,88202896,08820-2896
01246200,2006-2007,grant,76017197,07601-7197
01246200,2007-2008,grant,76017197,07601-7197
01246200,2009-2010,grant,76017197,07601-7197
01246200,2010-2011,grant,76017197,07601-7197
01246200,2011-2012,grant,76017197,07601-7197
01246200,2012-2013,grant,76017197,07601-7197
01246200,2013-2014,grant,76017197,07601-7197
01252500,2006-2007,grant,9600493,00960-0493
01252500,2007-2008,grant,9600493,00960-0493
01252500,2009-2010,grant,9600493,00960-0493
01252500,2010-2011,grant,9600493,00960-0493
01252500,2011-2012,grant,9600493,00960-0493
01252500,2012-2013,grant,9600493,00960-0493
01252500,2013-2014,grant,9600493,00960-0493
01287700,2006-2007,grant,68551436,06855-1436
01287700,2007-2008,grant,60321909,06032-1909
01287700,2009-2010,grant,60321909,06032-1909
01287700,2010-2011,grant,60321909,06032-1909
01287700,2011-2012,grant,60321909,06032-1909
01287700,2012-2013,grant,60321909,06032-1909
01287700,2013-2014,grant,60321909,06032-1909
01288100,2006-2007,grant,14204649,01420-4649
01288100,2007-2008,grant,14204649,01420-4649
01288100,2009-2010,grant,14204649,01420-4649
01288100,2010-2011,grant,14204649,01420-4649
01288100,2011-2012,grant,14204649,01420-4649
01288100,2012-2013,grant,14204649,01420-4649
01288100,2013-2014,grant,14204649,01420-4649
01291300,2006-2007,grant,66044226,06604-4226
01291300,2007-2008,grant,66044226,06604-4226
01291300,2009-2010,grant,66044226,06604-4226
01291300,2010-2011,grant,66044226,06604-4226
01291300,2011-2012,grant,66044226,06604-4226
01291300,2012-2013,grant,66044226,06604-4226
01292100,2006-2007,grant,21111204,02111-1204
01292100,2007-2008,grant,21111204,02111-1204
01292100,2009-2010,grant,21111204,02111-1204
01292100,2010-2011,grant,21111204,02111-1204
01294800,2006-2007,grant,27215330,02721-5330
01294800,2007-2008,grant,27215330,02721-5330
01294800,2009-2010,grant,27215330,02721-5330
01294800,2010-2011,grant,27215330,02721-5330
01294800,2011-2012,grant,27215330,02721-5330
01294800,2012-2013,grant,27215330,02721-5330
01294800,2013-2014,grant,27215330,02721-5330
01295400,2006-2007,grant,73064012,07306-4012
01295400,2007-2008,grant,73064012,07306-4012
01295400,2009-2010,grant,73064012,07306-4012
01295400,2010-2011,grant,73064012,07306-4012
01295400,2011-2012,grant,73064012,07306-4012
01295400,2012-2013,grant,73064012,07306-4012
01295400,2013-2014,grant,73064012,07306-4012
01314800,2006-2007,grant,9280411,00928-0411
01314800,2007-2008,grant,9250411,00925-0411
01314800,2009-2010,grant,9250411,00925-0411
01318900,2006-2007,grant,30513754,03051-3754
01318900,2007-2008,grant,30513754,03051-3754
01318900,2009-2010,grant,30513754,03051-3754
01318900,2010-2011,grant,30513754,03051-3754
01318900,2011-2012,grant,30513754,03051-3754
01318900,2012-2013,grant,30513754,03051-3754
01318900,2013-2014,grant,30513754,03051-3754
01326400,2006-2007,grant,68114881,06811-4881
01326400,2007-2008,grant,68114881,06811-4881
01326400,2009-2010,grant,68114881,06811-4881
01326400,2010-2011,grant,68114881,06811-4881
02053700,2006-2007,grant,74462546,07446-2546
02053700,2007-2008,grant,74462546,07446-2546
02053700,2009-2010,grant,74462546,07446-2546
02053700,2010-2011,grant,74462546,07446-2546
02053700,2011-2012,grant,74462546,07446-2546
02053700,2012-2013,grant,74462546,07446-2546
02053700,2013-2014,grant,74462546,07446-2546
02058900,2006-2007,grant,62391435,06239-1435
02058900,2007-2008,grant,62391435,06239-1435
02061800,2006-2007,grant,75062516,07506-2516
02061800,2007-2008,grant,75062516,07506-2516
02061800,2009-2010,grant,75062516,07506-2516
02061800,2010-2011,grant,75062516,07506-2516
