opeid8,award_year,school,state,school_type,zip_code,grant__pell_disbursements,loan__plus_disbursements,ipeds_anchor,ipeds_year,unitid,ipeds_match_status,ipeds_match_method,ipeds_exact_candidate_count,ipeds_unitid_start,ipeds_unitid_end,ipeds_start_candidate_count,ipeds_end_candidate_count,ipeds_anchor_sensitivity,ipeds_scope_root,ipeds_root_unitid_count_start,ipeds_root_unitid_count_end,fsa_root_opeid_count,ipeds_opeid_lifetime_unitid_count,ipeds_unitid_lifetime_opeid_count,ipeds_strict_eligible,ipeds_strict_exclusion_reasons,ipeds_reporting_scope,ipeds_instnm,ipeds_stabbr,ipeds_city,ipeds_zip,ipeds_opeflag,ipeds_sector,ipeds_cyactive,ipeds_act,ipeds_newid,ipeds_deathyr,ipeds_closedat,ipeds_postsec,ipeds_pseflag,ipeds_pset4flg,ipeds_rptmth,ipeds_f1systyp,ipeds_f1sysnam,ipeds_f1syscod,prch_ic,idx_ic,ipeds_source_path,ipeds_source_sha256,ipeds_source_member,prch_c,idx_c,prch_ef,idx_ef,prch_f,idx_f,prch_sfa,idx_sfa,prch_gr,idx_gr,prch_sa,idx_sa,prch_s,idx_s,prch_eap,idx_eap,prch_hr,idx_hr,prch_e12,idx_e12,prch_gr2,idx_gr2,prch_al,idx_al,prch_om,idx_om,prchtp_f,prch_adm,idx_adm
00950500,2003-2004,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2004-2005,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2005-2006,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2006-2007,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2007-2008,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2008-2009,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2009-2010,TRENT UNIVERSITY,FC,Foreign Public,00978,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950500,2010-2011,TRENT UNIVERSITY,FC,Foreign Public,00978,,26044.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009505,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00952300,2019-2020,La'James International College,NE,Private/For-Profit,68025-3297,9142.0,,start,2019,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,180771,,1,0,ambiguous_or_unmatched,009523,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,La'James International College,NE,Fremont,68025,5,6,1,M ,-2,2019,12/02/2019,1,1,2,2,1,La James International College,302750,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2019.zip,727cb3484666e5fea8669ce0fb2ad4606ed19531b47cf428d6748072d7e7ab26,hd2019.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
00953100,2001-2002,SPA SCHOOL (THE),OH,Private/For-Profit,43214-1524,,,start,2001,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,204769,2,1,ambiguous_or_unmatched,009531,2,1,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_component_parent_child;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00953200,2001-2002,A'ART COLLEGE OF BEAUTY,OR,Private/For-Profit,97405-1195,21109.0,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009532,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00956500,1999-2000,UNIVERSIDAD NACIONAL PEDRO HENRIQUEZ URENA,FC,Foreign Private,,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009565,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00956500,2000-2001,UNIVERSIDAD NACIONAL PEDRO HENRIQUEZ URENA,FC,Foreign Private,,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009565,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00956500,2001-2002,UNIVERSIDAD NACIONAL PEDRO HENRIQUEZ URENA,FC,Foreign Private,,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009565,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00957200,2000-2001,COMPUTER LEARNING CENTER OF ALEXANDRIA,VA,Private/For-Profit,22312-2670,5946062.88,,start,2000,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,231855,,1,0,ambiguous_or_unmatched,009572,4,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;ipeds_inactive,requires_scope_review,COMPUTER LEARNING CENTERS INC,VA,ALEXANDRIA,22312,1,6,1,M,-2,-2,-2,,1,1,,,,,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/FA2000HD.zip,a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8,fa2000hd.csv,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,
00957200,2001-2002,COMPUTER LEARNING CENTER,VA,Private/For-Profit,22312,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009572,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00958100,2017-2018,SPRINGFIELD COLLEGE OF BEAUTY,OR,Private/For-Profit,97477-5474,106068.0,,start,2017,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,210100,,1,0,ambiguous_or_unmatched,009581,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,Springfield College of Beauty,OR,Springfield,97477,5,6,1,M ,-2,2017,01/31/2018,1,1,2,2,2,-2,-2,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2017.zip,4dbb7905c0436ed97920d4d876e4c598f5f18c2c742dab9972b804b6ee133e57,hd2017.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,
00959100,2000-2001,COMPUTER LEARNING CENTERS LOS ANGELES,CA,Private/For-Profit,90010-2502,,,start,2000,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,112701,,1,0,ambiguous_or_unmatched,009591,4,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;ipeds_inactive,requires_scope_review,COMPUTER LEARNING CENTERS INC,CA,LOS ANGELES,90010,1,6,1,M,-2,-2,-2,,1,1,,,,,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/FA2000HD.zip,a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8,fa2000hd.csv,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,
00960000,2022-2023,"COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR, SKIN, AND NAILS",MN,Private/For-Profit,55802-2031,19337.48,,start,2022,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,173470,,1,0,ambiguous_or_unmatched,009600,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,Cosmetology Careers Unlimited College of Hair Skin and Nails,MN,Duluth,55802,5,9,1,M ,-2,2022,11/08/2022,1,1,2,2,1,Cosmetology Careers Unlimited Inc.,301290,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2022.zip,e36389b793741bf6886b8d85fa9b42614644162b0d0b1d024a663a9c1865c782,hd2022.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
00960200,2004-2005,Regency Beauty Institute,MN,Private/For-Profit,55337-4578,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009602,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00960200,2005-2006,Regency Beauty Institute,MN,Private/For-Profit,55337-4578,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009602,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00961200,2016-2017,APEX ACADEMY OF HAIR DESIGN,IN,Private/For-Profit,46016-1558,1392.0,,start,2016,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,150075,,1,0,ambiguous_or_unmatched,009612,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,Apex Academy of Hair Design Inc,IN,Anderson,46016-1158,5,9,1,M ,-2,2016,10/29/2016,1,1,2,2,2, ,-2,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2016.zip,a09e91d3e3b7ef63fb30b5372402f3805c5da1c74959925486036745f2fb664e,hd2016.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,
00962105,2008-2009,HERZING UNIVERSITY - AKRON INSTITUTE,WI,Private/For-Profit,53718-4236,3395692.0,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009621,1,2,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962105,2009-2010,HERZING UNIVERSITY - AKRON INSTITUTE,WI,Private/For-Profit,53718-4236,6180533.0,,start,2009,,no_exact_match,none,0,,200785,0,1,ambiguous_or_unmatched,009621,2,11,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962106,2008-2009,HERZING UNIVERSITY - ATLANTA,WI,Private/For-Profit,53718-4236,2917542.0,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009621,1,2,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962106,2009-2010,HERZING UNIVERSITY - ATLANTA,WI,Private/For-Profit,53718-4236,7355905.0,,start,2009,,no_exact_match,none,0,,140340,0,1,ambiguous_or_unmatched,009621,2,11,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962107,2008-2009,HERZING UNIVERSITY - BIRMINGHAM,WI,Private/For-Profit,53718-4236,1057702.0,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009621,1,2,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962107,2009-2010,HERZING UNIVERSITY - BIRMINGHAM,WI,Private/For-Profit,53718-4236,2083077.0,,start,2009,,no_exact_match,none,0,,101365,0,1,ambiguous_or_unmatched,009621,2,11,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962108,2008-2009,HERZING UNIVERSITY - MINNEAPOLIS,WI,Private/For-Profit,53718-4236,576727.0,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009621,1,2,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962108,2009-2010,HERZING UNIVERSITY - MINNEAPOLIS,WI,Private/For-Profit,53718-4236,1267627.0,,start,2009,,no_exact_match,none,0,,174154,0,1,ambiguous_or_unmatched,009621,2,11,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962109,2008-2009,HERZING UNIVERSITY - OMAHA SCHOOL OF MASSAGE AND HEALTCARE,WI,Private/For-Profit,53718-4236,241782.2,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009621,1,2,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00962109,2009-2010,HERZING UNIVERSITY - OMAHA SCHOOL OF MASSAGE AND HEALTHCARE,WI,Private/For-Profit,53718-4236,645759.6,,start,2009,,no_exact_match,none,0,,407328,0,1,ambiguous_or_unmatched,009621,2,11,6,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2000-2001,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2001-2002,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2002-2003,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2003-2004,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2004-2005,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2005-2006,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2006-2007,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2007-2008,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2008-2009,UNIVERSITY OF OXFORD ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2009-2010,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2010-2011,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,110064.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2011-2012,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,235510.0,start,2011,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2012-2013,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,FC,Foreign Public,00013,,122819.0,start,2012,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2013-2014,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Public,00013,,46123.0,start,2013,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2014-2015,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Public,00013,,101051.0,start,2014,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2015-2016,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Public,00013,,44500.0,start,2015,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2016-2017,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Public,00013,,508058.0,start,2016,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2017-2018,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Public,00013,,,start,2017,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2018-2019,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Public,00013,,,start,2018,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2019-2020,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Private,00013,,,start,2019,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00963400,2020-2021,UNIVERSITY OF OXFORD - ST CATHERINE'S COLLEGE,,Foreign Private,00013,,,start,2020,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,009634,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
