family,award_year,record_disposition,record_origin,source_record_count,campus__fseog_disbursements,campus__fws_disbursements,campus__perkins_disbursements_amt,grant__acg_disbursements,grant__iasg_disbursements,grant__pell_disbursements,grant__smart_disbursements,grant__teach_disbursements,loan_direct__grad_plus_disbursements,loan_direct__grad_plus_loans_originated_amt,loan_direct__parent_plus_disbursements,loan_direct__parent_plus_loans_originated_amt,loan_direct__plus_disbursements,loan_direct__plus_loans_originated_amt,loan_direct__subsidized_disbursements,loan_direct__subsidized_graduate_disbursements,loan_direct__subsidized_graduate_loans_originated_amt,loan_direct__subsidized_loans_originated_amt,loan_direct__subsidized_undergraduate_disbursements,loan_direct__subsidized_undergraduate_loans_originated_amt,loan_direct__unsubsidized_disbursements,loan_direct__unsubsidized_graduate_disbursements,loan_direct__unsubsidized_graduate_loans_originated_amt,loan_direct__unsubsidized_loans_originated_amt,loan_direct__unsubsidized_undergraduate_disbursements,loan_direct__unsubsidized_undergraduate_loans_originated_amt,loan_ffel__grad_plus_disbursements,loan_ffel__grad_plus_loans_originated_amt,loan_ffel__parent_plus_disbursements,loan_ffel__parent_plus_loans_originated_amt,loan_ffel__plus_disbursements,loan_ffel__plus_loans_originated_amt,loan_ffel__subsidized_disbursements,loan_ffel__subsidized_loans_originated_amt,loan_ffel__unsubsidized_disbursements,loan_ffel__unsubsidized_loans_originated_amt
ffel,2005-2006,excluded_annual_identity_unresolved,opeid_master,612,,,,,,,,,,,,,,,,,,,,,,,,,,,4448028.0,4531850.0,,,401454766.0,426391385.0,2454940121.0,2697964911.0,2659943733.0,2935768271.0
ffel,2005-2006,included_unique_family_record,opeid_master,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,65001164.0,67779156.0,,,5550478057.0,5853538169.0,16399130411.0,17651437135.0,16162400188.0,17529691455.0
ffel,2006-2007,ambiguous_family_multiple_records,opeid_master,4,,,,,,,,,,,,,,,,,,,,,,,,,,,14577220.0,14986965.0,95217597.0,100008784.0,,,110851566.0,115682429.0,135511318.0,142591763.0
ffel,2006-2007,excluded_annual_identity_unresolved,opeid_master,594,,,,,,,,,,,,,,,,,,,,,,,,,,,277147730.0,294520807.0,460027366.0,491272582.0,,,2778189840.0,3088076803.0,2998038769.0,3343795327.0
ffel,2006-2007,included_unique_family_record,opeid_master,4019,,,,,,,,,,,,,,,,,,,,,,,,,,,1605689970.0,1677773566.0,5550717362.0,5863407773.0,,,17271742579.0,18609253410.0,17047477079.0,18524546324.0
ffel,2007-2008,ambiguous_family_multiple_records,opeid_master,4,,,,,,,,,,,,,,,,,,,,,,,,,,,55229059.0,57781983.0,87904217.0,92367661.0,,,118546334.0,123698151.0,156031327.0,164968038.0
ffel,2007-2008,excluded_annual_identity_unresolved,opeid_master,619,,,,,,,,,,,,,,,,,,,,,,,,,,,405601068.0,429851588.0,489755829.0,523242317.0,,,3399315386.0,3778004928.0,3817146014.0,4222232204.0
ffel,2007-2008,included_unique_family_record,opeid_master,4224,,,,,,,,,,,,,,,,,,,,,,,,,,,2341735103.0,2454563669.0,5204294047.0,5481873286.0,,,20020752485.0,21627684156.0,19455139908.0,21118197584.0
ffel,2008-2009,ambiguous_family_multiple_records,opeid_master,4,,,,,,,,,,,,,,,,,,,,,,,,,,,106985420.0,117402593.0,83994078.0,87993601.0,,,118532160.0,122893062.0,170890460.0,178829588.0
ffel,2008-2009,excluded_annual_identity_unresolved,opeid_master,579,,,,,,,,,,,,,,,,,,,,,,,,,,,471972470.0,487602606.0,449460224.0,471246814.0,,,3901285964.0,4242570353.0,5268952459.0,5755512261.0
ffel,2008-2009,included_unique_family_record,opeid_master,3960,,,,,,,,,,,,,,,,,,,,,,,,,,,2940909078.0,3036749165.0,4427101487.0,4601895131.0,,,20541785328.0,21686640153.0,25272906455.0,26813822113.0
ffel,2009-2010,excluded_annual_identity_unresolved,opeid_master,543,,,,,,,,,,,,,,,,,,,,,,,,,,,554433734.0,569669497.0,361758143.0,376072920.0,,,3174284908.0,3418133166.0,3969173189.0,4268818662.0
ffel,2009-2010,included_unique_family_record,opeid_master,3645,,,,,,,,,,,,,,,,,,,,,,,,,,,3095758647.0,3169678455.0,4060098096.0,4205651683.0,,,18788706567.0,19803685979.0,23238590397.0,24644221438.0
grants,1999-2000,excluded_annual_identity_unresolved,opeid_master,293,,,,,,700138751.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,1999-2000,included_unique_family_record,opeid_master,4931,,,,,,6510014545.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,1999-2000,quarantined_identity_unresolved,raw_source_quarantine,4,,,,,,1679214.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2000-2001,ambiguous_family_multiple_records,opeid_master,94,,,,,,104334727.10000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2000-2001,excluded_annual_identity_unresolved,opeid_master,206,,,,,,1044197213.7499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2000-2001,included_unique_family_record,opeid_master,4904,,,,,,6805446955.809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2000-2001,quarantined_identity_unresolved,raw_source_quarantine,4,,,,,,2025765.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2001-2002,ambiguous_family_multiple_records,opeid_master,33,,,,,,66827192.300000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2001-2002,excluded_annual_identity_unresolved,opeid_master,170,,,,,,1315036268.6399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2001-2002,included_unique_family_record,opeid_master,4982,,,,,,8593805317.240002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2001-2002,quarantined_identity_unresolved,raw_source_quarantine,4,,,,,,2183571.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2002-2003,ambiguous_family_multiple_records,opeid_master,29,,,,,,67325842.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2002-2003,excluded_annual_identity_unresolved,opeid_master,164,,,,,,1450510390.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2002-2003,included_unique_family_record,opeid_master,4982,,,,,,10115821106.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2002-2003,quarantined_identity_unresolved,raw_source_quarantine,3,,,,,,1941745.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2003-2004,ambiguous_family_multiple_records,opeid_master,14,,,,,,37220082.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2003-2004,excluded_annual_identity_unresolved,opeid_master,218,,,,,,1626790274.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2003-2004,included_unique_family_record,opeid_master,4971,,,,,,11030878207.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2003-2004,quarantined_identity_unresolved,raw_source_quarantine,1,,,,,,1185469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2004-2005,ambiguous_family_multiple_records,opeid_master,8,,,,,,23386380.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2004-2005,excluded_annual_identity_unresolved,opeid_master,227,,,,,,1650615339.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2004-2005,included_unique_family_record,opeid_master,4976,,,,,,11461584153.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,217,,,,,,1735030879.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2005-2006,included_unique_family_record,opeid_master,5032,,,,,,10937428113.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2006-2007,ambiguous_family_multiple_records,opeid_master,53,,,,1901246.0,,184634053.61,1186448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,200,,,,11075071.390000002,,1107778167.61,22626314.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2006-2007,included_unique_family_record,opeid_master,5250,,,,229375223.84999996,,11499505762.810001,181971944.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2007-2008,ambiguous_family_multiple_records,opeid_master,50,,,,3018277.33,,172701244.5,1384199.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,229,,,,15872529.26,,1410394379.9899998,20747792.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2007-2008,included_unique_family_record,opeid_master,5226,,,,289936411.0300001,,13091798658.47,182738173.39999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2008-2009,ambiguous_family_multiple_records,opeid_master,62,,,,4521558.37,,278942870.37,1864788.44,75500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2008-2009,excluded_annual_identity_unresolved,opeid_master,299,,,,20267292.330000006,,2042112021.6399999,23737717.03,1582144.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2008-2009,included_unique_family_record,opeid_master,5178,,,,314693876.46000004,,15959909811.16,174215267.00999996,35672341.309999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2009-2010,ambiguous_family_multiple_records,opeid_master,55,,,,5994296.279999999,,432198873.07,2405169.14,107500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2009-2010,excluded_annual_identity_unresolved,opeid_master,353,,,,30229924.709999993,,3537387196.8900003,40290373.21,3727088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2009-2010,included_unique_family_record,opeid_master,5192,,,,437223006.7199999,,25829203938.179996,312856151.15,92045091.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2009-2010,included_unique_family_record,verified_quarantine_unitid_only,16,,,,5834476.12,,151082578.97,3796378.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2010-2011,excluded_annual_identity_unresolved,opeid_master,257,,,,39274651.47,11100.0,4230501197.37,52254436.54,4241090.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2010-2011,included_unique_family_record,opeid_master,5272,,,,513873296.57,157945.0,31339473583.29,380077305.71,117197730.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,118,,,,,13182.0,1128024516.21,,2416037.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2011-2012,included_unique_family_record,opeid_master,5369,,,,,163440.46,32370652277.369995,,117621469.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,97,,,,,11050.0,982959741.6700001,,2105768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2012-2013,included_unique_family_record,opeid_master,5378,,,,,216344.0,31064013081.89,,107703331.49000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,136,,,,,10161.0,1391691268.58,,2026610.0999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2013-2014,included_unique_family_record,opeid_master,5345,,,,,291769.36,30076196721.820004,,94486810.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,115,,,,,29245.48,1724948433.29,,1884397.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2014-2015,included_unique_family_record,opeid_master,5334,,,,,302117.30000000005,28897093192.609997,,92452735.55000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,107,,,,,21441.86,1040186785.95,,1850048.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2015-2016,included_unique_family_record,opeid_master,5290,,,,,350474.83,27511452974.63,,87560972.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,92,,,,,18291.43,744461004.44,,2046682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2016-2017,included_unique_family_record,opeid_master,5218,,,,,354185.14,26141256476.469997,,84618057.32999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2017-2018,excluded_annual_identity_unresolved,opeid_master,94,,,,,28934.96,868571607.1599998,,2328624.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2017-2018,included_unique_family_record,opeid_master,5118,,,,,320007.4800000001,27801932536.21,,84124444.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2018-2019,excluded_annual_identity_unresolved,opeid_master,96,,,,,20640.629999999997,911941956.47,,2056181.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2018-2019,included_unique_family_record,opeid_master,5022,,,,,395392.2999999999,27493678277.7,,78730848.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2019-2020,excluded_annual_identity_unresolved,opeid_master,77,,,,,6536.95,890236167.0300001,,1892881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2019-2020,included_unique_family_record,opeid_master,4952,,,,,473374.75999999995,27528038236.4,,78179901.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2020-2021,excluded_annual_identity_unresolved,opeid_master,60,,,,,25245.0,923623704.22,,1675585.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2020-2021,included_unique_family_record,opeid_master,4892,,,,,541036.9600000002,25530113456.339996,,73892441.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2021-2022,excluded_annual_identity_unresolved,opeid_master,57,,,,,33682.0,783909792.79,,1312681.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2021-2022,included_unique_family_record,opeid_master,4826,,,,,502369.2899999998,25070588998.589996,,68698017.75000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2022-2023,excluded_annual_identity_unresolved,opeid_master,65,,,,,48758.99,940111625.6,,1614684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2022-2023,included_unique_family_record,opeid_master,4778,,,,,619900.0699999998,26270415392.69,,66805159.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2023-2024,excluded_annual_identity_unresolved,opeid_master,52,,,,,59271.49,1048211674.78,,1349365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2023-2024,included_unique_family_record,opeid_master,4728,,,,,701431.3699999998,30415375693.65,,70995927.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2024-2025,excluded_annual_identity_unresolved,opeid_master,57,,,,,,1324788690.46,,1042317.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grants,2024-2025,included_unique_family_record,opeid_master,4656,,,,,,37586359805.64,,70431488.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
