opeid8,award_year,school,state,zip_code,unitid,ipeds_match_status,ipeds_root_unitid_count_start,ipeds_root_unitid_count_end,ipeds_anchor_sensitivity,ipeds_unitid_start,ipeds_unitid_end
00630500,2013-2014,Maine College of Health Professions,ME,42439,,no_exact_match,1,1,ambiguous_or_unmatched,,161022
00635200,1999-2000,BAYSTATE MEDICAL CENTER,MA,01199-0001,,no_exact_match,1,1,ambiguous_or_unmatched,,
00635200,2000-2001,BAYSTATE MEDICAL CENTER,MA,01199-0001,,no_exact_match,1,1,ambiguous_or_unmatched,,
00635200,2001-2002,BAYSTATE MEDICAL CENTER,MA,01199-0001,,no_exact_match,1,1,ambiguous_or_unmatched,,
00638500,2011-2012,Chamberlain College of Nursing,IL,60101-0000,,multiple_exact_unitids,9,10,ambiguous_or_unmatched,,
00638500,2012-2013,Chamberlain College of Nursing,IL,60101-0000,,multiple_exact_unitids,10,10,ambiguous_or_unmatched,,
00638500,2013-2014,Chamberlain College of Nursing,IL,60101-0000,,multiple_exact_unitids,10,10,ambiguous_or_unmatched,,
00638500,2014-2015,Chamberlain College of Nursing,IL,60101-0000,,multiple_exact_unitids,10,13,ambiguous_or_unmatched,,
00638500,2015-2016,Chamberlain College of Nursing,IL,60101-0000,,multiple_exact_unitids,13,15,ambiguous_or_unmatched,,
00638500,2016-2017,CHAMBERLAIN UNIVERSITY,IL,60101-0000,,multiple_exact_unitids,15,15,ambiguous_or_unmatched,,
00638500,2017-2018,CHAMBERLAIN UNIVERSITY,IL,60101-0000,,multiple_exact_unitids,15,16,ambiguous_or_unmatched,,
00638500,2018-2019,Chamberlain University,IL,60101-0000,,multiple_exact_unitids,16,16,ambiguous_or_unmatched,,
00638500,2019-2020,Chamberlain University,IL,60101-0000,,multiple_exact_unitids,16,16,ambiguous_or_unmatched,,
00638500,2020-2021,Chamberlain University,IL,60101-0000,,multiple_exact_unitids,16,16,ambiguous_or_unmatched,,
00638500,2021-2022,Chamberlain University,IL,60101-0000,,multiple_exact_unitids,16,16,ambiguous_or_unmatched,,
00638500,2022-2023,Chamberlain University,IL,60101-0000,,multiple_exact_unitids,16,16,ambiguous_or_unmatched,,
00638500,2023-2024,Chamberlain University,IL,60101-0000,,multiple_exact_unitids,16,16,ambiguous_or_unmatched,,
00638500,2024-2025,CHAMBERLAIN UNIVERSITY,IL,60101-0000,,multiple_exact_unitids,16,0,year_unavailable,,
00639100,2001-2002,MISSOURI BAPTIST HOSP SCH OF NRSG,MO,63131,,no_exact_match,0,0,ambiguous_or_unmatched,,
00639100,2002-2003,Missouri Baptist Medical Center School of Nursing,MO,63131-2374,,no_exact_match,0,0,ambiguous_or_unmatched,,
00639100,2003-2004,Missouri Baptist Medical Center School of Nursing,MO,63131-2374,,no_exact_match,0,0,ambiguous_or_unmatched,,
00639200,1999-2000,RESEARCH MEDICAL CENTER,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2000-2001,RESEARCH MEDICAL CENTER,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2001-2002,RESEARCH MEDICAL CENTER,MO,64132,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2002-2003,Research Medical Center,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2003-2004,Research Medical Center,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2004-2005,Research Medical Center,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2005-2006,Research Medical Center,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2006-2007,RESEARCH MEDICAL CENTER,MO,64132-1199,,no_exact_match,3,3,ambiguous_or_unmatched,,
00639200,2007-2008,RESEARCH MEDICAL CENTER,MO,64132-1199,,no_exact_match,3,1,ambiguous_or_unmatched,,178989
00639200,2011-2012,Research Medical Center,MO,64132-1199,,no_exact_match,1,1,ambiguous_or_unmatched,,
00639200,2012-2013,Research Medical Center,MO,64132-1199,,no_exact_match,1,1,ambiguous_or_unmatched,,178989
00640000,2000-2001,CREIGHTON MEMORIAL ST JOSEPH HOSPITAL SCHOOL OF NURSING,NE,68108,,no_exact_match,0,0,ambiguous_or_unmatched,,
00642100,1999-2000,MUHLENBERG REGIONAL MEDICAL CTR-HAROLD B. & DOROTHY A. SNYDER SCHOOLS,NJ,07061-3399,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642100,2000-2001,MUHLENBERG REGIONAL MEDICAL CTR-HAROLD B. & DOROTHY A. SNYDER SCHOOLS,NJ,07061-3399,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642100,2001-2002,MUHLENBERG REGIONAL MEDICAL CTR-HAROLD B. & DOROTHY A. SNYDER SCHOOLS,NJ,07061,,no_exact_match,2,2,ambiguous_or_unmatched,,185679
00642900,1999-2000,ST FRANCIS MEDICAL CENTER,NJ,,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2000-2001,ST FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2001-2002,ST FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2002-2003,ST FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2003-2004,SAINT FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2004-2005,ST FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2005-2006,ST FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2006-2007,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2007-2008,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2008-2009,ST FRANCIS MEDICAL CENTER,NJ,08629-1986,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2009-2010,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2010-2011,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2011-2012,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2012-2013,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,
00642900,2013-2014,ST FRANCIS MEDICAL CENTER,NJ,86291,,no_exact_match,2,2,ambiguous_or_unmatched,,186423
00646100,1999-2000,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2000-2001,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2001-2002,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,3,ambiguous_or_unmatched,,
00646100,2002-2003,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,3,2,ambiguous_or_unmatched,,
00646100,2003-2004,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2004-2005,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2005-2006,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2006-2007,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2007-2008,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2008-2009,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2009-2010,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2010-2011,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2011-2012,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2012-2013,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,
00646100,2013-2014,SAINT ELIZABETH MEDICAL CENTER,NY,13501-2998,,no_exact_match,2,2,ambiguous_or_unmatched,,195702
00656900,1999-2000,SAINT FRANCIS MEDICAL CENTER,PA,15201-1198,,no_exact_match,2,3,ambiguous_or_unmatched,,
00656900,2000-2001,SAINT FRANCIS MEDICAL CENTER,PA,15201-1198,,no_exact_match,3,2,ambiguous_or_unmatched,,
00656900,2001-2002,SAINT FRANCIS MEDICAL CENTER,PA,15201-1198,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657500,1999-2000,SAINT VINCENT HOSPITAL HEALTH CENTER - SCHOOL OF NURSING,PA,16512-0740,,exact_unique_inactive,1,0,ambiguous_or_unmatched,215804,
00657600,1999-2000,HERITAGE VALLEY HEALTH SYSTEM,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2000-2001,HERITAGE VALLEY HEALTH SYSTEM,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2001-2002,HERITAGE VALLEY HEALTH SYSTEM,PA,15143,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2002-2003,HERITAGE VALLEY HEALTH SYSTEM,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2003-2004,HERITAGE VALLEY HEALTH SYSTEM,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2004-2005,HERITAGE VALLEY HEALTH SYSTEM,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2005-2006,Heritage Valley Health System,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2006-2007,Heritage Valley Health System,PA,15143-1498,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657600,2007-2008,Heritage Valley Health System,PA,15143-1498,,no_exact_match,2,1,ambiguous_or_unmatched,,215965
00657600,2011-2012,Heritage Valley Health System,PA,15143-1498,,no_exact_match,1,1,ambiguous_or_unmatched,,
00657600,2012-2013,Heritage Valley Health System,PA,15143-1498,,no_exact_match,1,1,ambiguous_or_unmatched,,215965
00657700,1999-2000,UPMC SHADYSIDE,PA,15232-1381,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657700,2000-2001,UPMC SHADYSIDE,PA,15232-1381,,no_exact_match,2,2,ambiguous_or_unmatched,,
00657700,2001-2002,UPMC SHADYSIDE,PA,15232-1381,,no_exact_match,2,2,ambiguous_or_unmatched,,215974
00657700,2011-2012,UPMC SHADYSIDE,PA,15232-1381,,no_exact_match,1,1,ambiguous_or_unmatched,,
00657700,2012-2013,UPMC SHADYSIDE,PA,15232-1381,,no_exact_match,1,1,ambiguous_or_unmatched,,215974
00658200,1999-2000,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,3,2,ambiguous_or_unmatched,,
00658200,2000-2001,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2001-2002,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2002-2003,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2003-2004,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2004-2005,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2005-2006,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2006-2007,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2007-2008,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2008-2009,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2009-2010,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2010-2011,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2011-2012,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2012-2013,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,
00658200,2013-2014,WASHINGTON HOSPITAL (THE),PA,15301-3398,,no_exact_match,2,2,ambiguous_or_unmatched,,216630
00659900,1999-2000,FORT SANDERS SCHOOL OF NURSING,TN,37916-2305,,exact_unique_inactive,1,0,ambiguous_or_unmatched,376604,
00660000,2005-2006,Methodist Hospital School of Nursing,TN,38104-3499,,exact_unique_inactive,1,0,ambiguous_or_unmatched,220899,
00660600,2007-2008,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,78229-3234,,no_exact_match,0,0,ambiguous_or_unmatched,,
00660600,2008-2009,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,78229-3234,,no_exact_match,0,1,ambiguous_or_unmatched,,223083
00662600,1999-2000,RIVERSIDE HOSPITAL SCHOOL OF PROFESSIONAL NURSING,VA,23601,,no_exact_match,0,0,ambiguous_or_unmatched,,
00662600,2000-2001,RIVERSIDE HOSPITAL SCHOOL OF PROFESSIONAL NURSING,VA,23601,,no_exact_match,0,0,ambiguous_or_unmatched,,
00662600,2001-2002,RIVERSIDE HOSPITAL SCHOOL OF PROFESSIONAL NURSING,VA,23601,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,1999-2000,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2000-2001,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2001-2002,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2002-2003,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2003-2004,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2004-2005,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2005-2006,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2006-2007,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2007-2008,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2008-2009,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667100,2009-2010,KATHOLIEKE UNIVERSITEIT LEUVEN,FC,03000,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,1999-2000,ALLIANCE UNIVERSITY COLLEGE,FC,00235,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,2001-2002,ALLIANCE UNIVERSITY COLLEGE,FC,00235,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,2002-2003,ALLIANCE UNIVERSITY COLLEGE,FC,00235,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,2003-2004,ALLIANCE UNIVERSITY COLLEGE,FC,00235,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,2004-2005,ALLIANCE UNIVERSITY COLLEGE,FC,00235,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,2005-2006,ALLIANCE UNIVERSITY COLLEGE,FC,00235,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667400,2006-2007,CANADIAN BIBLE COLLEGE/CANADIAN THEOLOGICAL SEMINARY,FC,00048,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,1999-2000,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2000-2001,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2001-2002,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2002-2003,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2003-2004,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2004-2005,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2005-2006,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2006-2007,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2007-2008,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2008-2009,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2009-2010,MCGILL UNIVERSITY,FC,00325,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2010-2011,MCGILL UNIVERSITY,FC,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2011-2012,MCGILL UNIVERSITY,FC,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2012-2013,MCGILL UNIVERSITY,FC,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2013-2014,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2014-2015,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2015-2016,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2016-2017,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2017-2018,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2018-2019,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2019-2020,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2020-2021,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2021-2022,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2022-2023,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2023-2024,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667700,2024-2025,MCGILL UNIVERSITY,,00304,,no_exact_match,0,0,year_unavailable,,
00667900,1999-2000,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2000-2001,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2001-2002,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2002-2003,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2003-2004,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2004-2005,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2005-2006,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2006-2007,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2007-2008,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2008-2009,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2009-2010,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2010-2011,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2011-2012,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2012-2013,QUEEN'S UNIVERSITY AT KINGSTON,FC,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2013-2014,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2014-2015,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2015-2016,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2016-2017,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2017-2018,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2018-2019,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2019-2020,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2020-2021,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2021-2022,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2022-2023,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2023-2024,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,ambiguous_or_unmatched,,
00667900,2024-2025,QUEEN'S UNIVERSITY AT KINGSTON,,00736,,no_exact_match,0,0,year_unavailable,,
00668100,1999-2000,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2000-2001,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2001-2002,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2002-2003,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2003-2004,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2004-2005,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2005-2006,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2006-2007,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2007-2008,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2008-2009,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2009-2010,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2010-2011,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2011-2012,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2012-2013,ST. FRANCIS XAVIER UNIVERSITY,FC,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2013-2014,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2014-2015,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2015-2016,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2016-2017,St. Francis Xavier University,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2017-2018,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2018-2019,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2019-2020,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2020-2021,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2021-2022,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2022-2023,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2023-2024,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668100,2024-2025,ST. FRANCIS XAVIER UNIVERSITY,,00225,,no_exact_match,0,0,year_unavailable,,
00668200,1999-2000,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2000-2001,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2001-2002,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2002-2003,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2003-2004,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2004-2005,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2005-2006,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2006-2007,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2007-2008,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2008-2009,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
00668200,2009-2010,ST THOMAS UNIVERSITY,FC,00353,,no_exact_match,0,0,ambiguous_or_unmatched,,
